time,mrro
1970-01-01,0.08099724279411766
1970-02-01,0.20065487076470587
1970-03-01,0.038373161705882355
1970-04-01,0.05641084526470588
1970-05-01,0.053538602823529416
1970-06-01,0.03900505544117647
1970-07-01,0.0009765625
1970-08-01,0.006606158088235294
1970-09-01,0.003733915411764706
1970-10-01,0.10466452291176472
1970-11-01,0.25149356500000003
1970-12-01,0.0913373167352941
1971-01-01,0.08340992605882354
1971-02-01,0.041130514529411764
1971-03-01,0.036822151176470586
1971-04-01,0.021426929970588232
1971-05-01,0.01240808838235294
1971-06-01,0.02516084555882353
1971-07-01,0.010397518676470588
1971-08-01,0.00045955882352941176
1971-09-01,0.03337545955882353
1971-10-01,0.03980928323529412
1971-11-01,0.17451746470588234
1971-12-01,0.04589843726470588
1972-01-01,0.10966222297058824
1972-02-01,0.10477941176470588
1972-03-01,0.04434742629411764
1972-04-01,0.012637867647058824
1972-05-01,0.005342371470588235
1972-06-01,0.003102022088235294
1972-07-01,0.006261488970588236
1972-08-01,0.020795036588235297
1972-09-01,0.05112591882352941
1972-10-01,0.08191636014705883
1972-11-01,0.18106617605882352
1972-12-01,0.16750919338235293
1973-01-01,0.11201746497058825
1973-02-01,0.1675091911470588
1973-03-01,0.06468290485294118
1973-04-01,0.00999540444117647
1973-05-01,0.002240349264705882
1973-06-01,0.01752068002941176
1973-07-01,0.0020680147352941177
1973-08-01,0.033030789676470586
1973-09-01,0.003561580882352941
1973-10-01,0.069738051
1973-11-01,0.060431985882352934
1973-12-01,0.17446001679411766
1974-01-01,0.12247242585294117
1974-02-01,0.0705422795882353
1974-03-01,0.040268841911764705
1974-04-01,0.018439797911764706
1974-05-01,0.007467830823529412
1974-06-01,0.0076976102941176475
1974-07-01,0.007238051470588236
1974-08-01,0.1794002742647059
1974-09-01,0.051470588823529416
1974-10-01,0.053021599558823525
1974-11-01,0.11977251617647058
1974-12-01,0.09334788779411764
1975-01-01,0.1350528501470588
1975-02-01,0.07778033073529411
1975-03-01,0.04716222397058824
1975-04-01,0.03590303267647059
1975-05-01,0.011833639735294117
1975-06-01,0.038832720588235295
1975-07-01,0.041532630147058824
1975-08-01,0.11833639852941179
1975-09-01,0.028779871029411767
1975-10-01,0.07657398897058823
1975-11-01,0.035903033411764707
1975-12-01,0.13809742805882352
1976-01-01,0.06968060694117648
1976-02-01,0.253676476
1976-03-01,0.19192325629411766
1976-04-01,0.0930606605882353
1976-05-01,0.02366727938235294
1976-06-01,0.020967371
1976-07-01,0.015567555441176469
1976-08-01,0.025448069852941176
1976-09-01,0.08806295982352941
1976-10-01,0.18014706102941178
1976-11-01,0.32588465147058826
1976-12-01,0.20232077320588235
1977-01-01,0.16906020047058826
1977-02-01,0.05141314335294117
1977-03-01,0.051585478058823526
1977-04-01,0.024586396852941176
1977-05-01,0.01637178314705882
1977-06-01,0.0014361213235294119
1977-07-01,0.02607996338235294
1977-08-01,0.002355238970588235
1977-09-01,0.010282628676470588
1977-10-01,0.1284466945
1977-11-01,0.06060432014705882
1977-12-01,0.10747932032352943
1978-01-01,0.1554457694117647
1978-02-01,0.13746553323529412
1978-03-01,0.04658777482352942
