time,mrro
2006-01-01,0.9392578050000001
2006-02-01,0.918164064
2006-03-01,0.656054694
2006-04-01,0.601953132
2006-05-01,0.383984374
2006-06-01,0.291796878
2006-07-01,0.713671876
2006-08-01,0.975195316
2006-09-01,0.84082031
2006-10-01,0.920312512
2006-11-01,1.363085932
2006-12-01,1.216015638
2007-01-01,1.075195332
2007-02-01,0.7816406199999999
2007-03-01,0.7111328020000001
2007-04-01,0.650390625
2007-05-01,0.45429687
2007-06-01,0.39082031
2007-07-01,0.374414069
2007-08-01,0.493359386
2007-09-01,0.62480469
2007-10-01,1.2083984449999998
2007-11-01,1.117968746
2007-12-01,1.3501953279999999
2008-01-01,1.5355468719999998
2008-02-01,1.1767578
2008-03-01,1.048632812
2008-04-01,0.667382806
2008-05-01,0.571484382
2008-06-01,0.7160156360000001
2008-07-01,1.054882808
2008-08-01,0.385546876
2008-09-01,0.674609376
2008-10-01,1.07832031
2008-11-01,0.9730468760000001
2008-12-01,0.8658202920000001
2009-01-01,1.4542968760000001
2009-02-01,1.011132812
2009-03-01,0.7351562599999999
2009-04-01,0.570507808
2009-05-01,0.40644530999999995
2009-06-01,0.6003906320000001
2009-07-01,0.362890624
2009-08-01,0.7115234380000001
2009-09-01,0.5156250019999999
2009-10-01,0.704687496
2009-11-01,0.901562502
2009-12-01,1.002343764
2010-01-01,1.580273448
2010-02-01,1.755273442
2010-03-01,1.203906248
2010-04-01,0.654492178
2010-05-01,0.622265624
2010-06-01,0.3562500064
2010-07-01,0.569140626
2010-08-01,0.37617187799999996
2010-09-01,0.513085938
2010-10-01,0.5537109499999999
2010-11-01,0.41484375999999995
2010-12-01,1.329492168
2011-01-01,1.5568359399999998
2011-02-01,1.023242192
2011-03-01,0.84960936
2011-04-01,0.644726556
2011-05-01,0.525
2011-06-01,0.374804686
2011-07-01,0.473437502
2011-08-01,0.62949218
2011-09-01,0.9365234259999999
2011-10-01,1.560351536
2011-11-01,1.34082031
2011-12-01,1.51718749
2012-01-01,1.28691408
2012-02-01,1.119726548
2012-03-01,0.749804704
2012-04-01,0.510156255
2012-05-01,0.477343748
2012-06-01,0.698437496
2012-07-01,0.42382812000000003
2012-08-01,0.441015625
2012-09-01,0.502148428
2012-10-01,1.0625
2012-11-01,1.0433593760000002
2012-12-01,1.2166015639999999
2013-01-01,1.08066405
2013-02-01,1.06132814
2013-03-01,0.7687500039999999
2013-04-01,0.720117185
2013-05-01,0.47753905240000005
2013-06-01,0.44023438000000004
2013-07-01,0.38437500399999996
2013-08-01,0.516210945
2013-09-01,1.17714846
2013-10-01,1.163281242
2013-11-01,1.381640612
2013-12-01,2.2554687400000004
2014-01-01,1.73105467
2014-02-01,1.54648438
2014-03-01,1.2154296900000001
2014-04-01,0.78691405
2014-05-01,0.597265612
2014-06-01,0.309960936
2014-07-01,0.29492187200000003
2014-08-01,0.2734375
2014-09-01,0.47597656399999994
2014-10-01,0.625781258
2014-11-01,1.33554688
2014-12-01,0.9080078159999999
2015-01-01,1.119335936
2015-02-01,0.7238281179999999
2015-03-01,0.73144531
2015-04-01,0.32558593399999997
2015-05-01,0.39375
2015-06-01,0.43183594000000003
2015-07-01,0.525000002
2015-08-01,0.391210932
2015-09-01,0.7574218650000001
2015-10-01,1.702734328
2015-11-01,0.741601572
2015-12-01,1.1251953000000001
2016-01-01,1.420117192
2016-02-01,1.0869140800000001
2016-03-01,0.8501953099999999
2016-04-01,0.812109368
2016-05-01,0.314062503
2016-06-01,0.31796875199999997
2016-07-01,0.456835934
2016-08-01,0.1632812496
2016-09-01,0.3361328144
2016-10-01,1.0697265699999998
2016-11-01,0.9146484380000001
2016-12-01,1.7394531619999998
2017-01-01,1.463085944
2017-02-01,1.24863281
2017-03-01,0.8982421979999999
2017-04-01,0.543164064
2017-05-01,0.515820308
2017-06-01,0.339257816
2017-07-01,0.880273444
2017-08-01,0.675976564
2017-09-01,0.8769531300000001
2017-10-01,1.4376953000000001
2017-11-01,1.34453124
2017-12-01,2.12460936
2018-01-01,1.58808596
2018-02-01,1.5130859319999999
2018-03-01,1.10664061
2018-04-01,0.9537109319999999
2018-05-01,0.66894531
2018-06-01,0.543359364
2018-07-01,0.44121094000000005
2018-08-01,0.69746094
2018-09-01,0.53105469
2018-10-01,0.6666015599999999
2018-11-01,0.86113281
2018-12-01,1.090429692
2019-01-01,1.71835938
2019-02-01,0.989453124
2019-03-01,0.92578125
2019-04-01,0.684960946
2019-05-01,0.380078122
2019-06-01,0.44472656199999994
2019-07-01,0.370898446
2019-08-01,0.713281254
2019-09-01,1.3250000119999998
