,bnds,time,member,lat,lat_bnds,lon,lon_bnds,time_bnds,member_id,gcm_institution,gcm_model,gcm_variant,rcm_institution,rcm_model,rcm_variant,mrro,crs
10,0,1970-01-01,10,42.3125,42.25,2.8125,2.75,1970-01-01,MIROC_MIROC5_r1i1p1_CLMcom_CCLM4-8-17_v1,MIROC,MIROC5,r1i1p1,CLMcom,CCLM4-8-17,v1,0.13183594,-2147483647
11,0,1970-01-01,11,42.3125,42.25,2.8125,2.75,1970-01-01,MOHC_HadGEM2-ES_r1i1p1_ICTP_RegCM4-6_v1,MOHC,HadGEM2-ES,r1i1p1,ICTP,RegCM4-6,v1,,-2147483647
12,0,1970-01-01,12,42.3125,42.25,2.8125,2.75,1970-01-01,MOHC_HadGEM2-ES_r1i1p1_MOHC_HadREM3-GA7-05_v1,MOHC,HadGEM2-ES,r1i1p1,MOHC,HadREM3-GA7-05,v1,0.22265625,-2147483647
13,0,1970-01-01,13,42.3125,42.25,2.8125,2.75,1970-01-01,MPI-M_MPI-ESM-LR_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,MPI-M,MPI-ESM-LR,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,1.1503906,-2147483647
14,0,1970-01-01,14,42.3125,42.25,2.8125,2.75,1970-01-01,MPI-M_MPI-ESM-LR_r1i1p1_CNRM_ALADIN63_v1,MPI-M,MPI-ESM-LR,r1i1p1,CNRM,ALADIN63,v1,4.504883,-2147483647
15,0,1970-01-01,15,42.3125,42.25,2.8125,2.75,1970-01-01,MPI-M_MPI-ESM-LR_r1i1p1_ICTP_RegCM4-6_v1,MPI-M,MPI-ESM-LR,r1i1p1,ICTP,RegCM4-6,v1,0.3154297,-2147483647
16,0,1970-01-01,16,42.3125,42.25,2.8125,2.75,1970-01-01,MPI-M_MPI-ESM-LR_r1i1p1_MOHC_HadREM3-GA7-05_v1,MPI-M,MPI-ESM-LR,r1i1p1,MOHC,HadREM3-GA7-05,v1,2.5830078,-2147483647
17,0,1970-01-01,17,42.3125,42.25,2.8125,2.75,1970-01-01,MPI-M_MPI-ESM-LR_r2i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,MPI-M,MPI-ESM-LR,r2i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,1.2988281,-2147483647
18,0,1970-01-01,18,42.3125,42.25,2.8125,2.75,1970-01-01,MPI-M_MPI-ESM-LR_r3i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,MPI-M,MPI-ESM-LR,r3i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.0048828125,-2147483647
19,0,1970-01-01,19,42.3125,42.25,2.8125,2.75,1970-01-01,NCC_NorESM1-M_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,NCC,NorESM1-M,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.22070312,-2147483647
20,0,1970-01-01,20,42.3125,42.25,2.8125,2.75,1970-01-01,NCC_NorESM1-M_r1i1p1_CNRM_ALADIN63_v1,NCC,NorESM1-M,r1i1p1,CNRM,ALADIN63,v1,0.40527344,-2147483647
21,0,1970-01-01,21,42.3125,42.25,2.8125,2.75,1970-01-01,NCC_NorESM1-M_r1i1p1_ICTP_RegCM4-6_v1,NCC,NorESM1-M,r1i1p1,ICTP,RegCM4-6,v1,0.11328125,-2147483647
22,0,1970-02-01,0,42.3125,42.25,2.8125,2.75,1970-02-01,CCCma_CanESM2_r1i1p1_CLMcom_CCLM4-8-17_v1,CCCma,CanESM2,r1i1p1,CLMcom,CCLM4-8-17,v1,0.45117188,-2147483647
23,0,1970-02-01,1,42.3125,42.25,2.8125,2.75,1970-02-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,CNRM-CERFACS,CNRM-CM5,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.32421875,-2147483647
24,0,1970-02-01,2,42.3125,42.25,2.8125,2.75,1970-02-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_CNRM_ALADIN63_v2,CNRM-CERFACS,CNRM-CM5,r1i1p1,CNRM,ALADIN63,v2,2.334961,-2147483647
25,0,1970-02-01,3,42.3125,42.25,2.8125,2.75,1970-02-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_ICTP_RegCM4-6_v1,CNRM-CERFACS,CNRM-CM5,r1i1p1,ICTP,RegCM4-6,v1,0.24121094,-2147483647
26,0,1970-02-01,4,42.3125,42.25,2.8125,2.75,1970-02-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_MOHC_HadREM3-GA7-05_v2,CNRM-CERFACS,CNRM-CM5,r1i1p1,MOHC,HadREM3-GA7-05,v2,1.0283203,-2147483647
27,0,1970-02-01,5,42.3125,42.25,2.8125,2.75,1970-02-01,ICHEC_EC-EARTH_r12i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,ICHEC,EC-EARTH,r12i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.3251953,-2147483647
28,0,1970-02-01,6,42.3125,42.25,2.8125,2.75,1970-02-01,ICHEC_EC-EARTH_r12i1p1_ICTP_RegCM4-6_v1,ICHEC,EC-EARTH,r12i1p1,ICTP,RegCM4-6,v1,0.033203125,-2147483647
29,0,1970-02-01,7,42.3125,42.25,2.8125,2.75,1970-02-01,ICHEC_EC-EARTH_r12i1p1_MOHC_HadREM3-GA7-05_v1,ICHEC,EC-EARTH,r12i1p1,MOHC,HadREM3-GA7-05,v1,0.64160156,-2147483647
30,0,1970-02-01,8,42.3125,42.25,2.8125,2.75,1970-02-01,ICHEC_EC-EARTH_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,ICHEC,EC-EARTH,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.119140625,-2147483647
31,0,1970-02-01,9,42.3125,42.25,2.8125,2.75,1970-02-01,ICHEC_EC-EARTH_r3i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,ICHEC,EC-EARTH,r3i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.31835938,-2147483647
32,0,1970-02-01,10,42.3125,42.25,2.8125,2.75,1970-02-01,MIROC_MIROC5_r1i1p1_CLMcom_CCLM4-8-17_v1,MIROC,MIROC5,r1i1p1,CLMcom,CCLM4-8-17,v1,4.5507812,-2147483647
33,0,1970-02-01,11,42.3125,42.25,2.8125,2.75,1970-02-01,MOHC_HadGEM2-ES_r1i1p1_ICTP_RegCM4-6_v1,MOHC,HadGEM2-ES,r1i1p1,ICTP,RegCM4-6,v1,,-2147483647
34,0,1970-02-01,12,42.3125,42.25,2.8125,2.75,1970-02-01,MOHC_HadGEM2-ES_r1i1p1_MOHC_HadREM3-GA7-05_v1,MOHC,HadGEM2-ES,r1i1p1,MOHC,HadREM3-GA7-05,v1,0.16308594,-2147483647
35,0,1970-02-01,13,42.3125,42.25,2.8125,2.75,1970-02-01,MPI-M_MPI-ESM-LR_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,MPI-M,MPI-ESM-LR,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,1.0029297,-2147483647
36,0,1970-02-01,14,42.3125,42.25,2.8125,2.75,1970-02-01,MPI-M_MPI-ESM-LR_r1i1p1_CNRM_ALADIN63_v1,MPI-M,MPI-ESM-LR,r1i1p1,CNRM,ALADIN63,v1,1.828125,-2147483647
37,0,1970-02-01,15,42.3125,42.25,2.8125,2.75,1970-02-01,MPI-M_MPI-ESM-LR_r1i1p1_ICTP_RegCM4-6_v1,MPI-M,MPI-ESM-LR,r1i1p1,ICTP,RegCM4-6,v1,0.053710938,-2147483647
38,0,1970-02-01,16,42.3125,42.25,2.8125,2.75,1970-02-01,MPI-M_MPI-ESM-LR_r1i1p1_MOHC_HadREM3-GA7-05_v1,MPI-M,MPI-ESM-LR,r1i1p1,MOHC,HadREM3-GA7-05,v1,5.345703,-2147483647
39,0,1970-02-01,17,42.3125,42.25,2.8125,2.75,1970-02-01,MPI-M_MPI-ESM-LR_r2i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,MPI-M,MPI-ESM-LR,r2i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.6669922,-2147483647
40,0,1970-02-01,18,42.3125,42.25,2.8125,2.75,1970-02-01,MPI-M_MPI-ESM-LR_r3i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,MPI-M,MPI-ESM-LR,r3i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.15429688,-2147483647
41,0,1970-02-01,19,42.3125,42.25,2.8125,2.75,1970-02-01,NCC_NorESM1-M_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,NCC,NorESM1-M,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.29785156,-2147483647
42,0,1970-02-01,20,42.3125,42.25,2.8125,2.75,1970-02-01,NCC_NorESM1-M_r1i1p1_CNRM_ALADIN63_v1,NCC,NorESM1-M,r1i1p1,CNRM,ALADIN63,v1,0.51464844,-2147483647
43,0,1970-02-01,21,42.3125,42.25,2.8125,2.75,1970-02-01,NCC_NorESM1-M_r1i1p1_ICTP_RegCM4-6_v1,NCC,NorESM1-M,r1i1p1,ICTP,RegCM4-6,v1,0.041992188,-2147483647
44,0,1970-03-01,0,42.3125,42.25,2.8125,2.75,1970-03-01,CCCma_CanESM2_r1i1p1_CLMcom_CCLM4-8-17_v1,CCCma,CanESM2,r1i1p1,CLMcom,CCLM4-8-17,v1,0.15234375,-2147483647
45,0,1970-03-01,1,42.3125,42.25,2.8125,2.75,1970-03-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,CNRM-CERFACS,CNRM-CM5,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.6611328,-2147483647
46,0,1970-03-01,2,42.3125,42.25,2.8125,2.75,1970-03-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_CNRM_ALADIN63_v2,CNRM-CERFACS,CNRM-CM5,r1i1p1,CNRM,ALADIN63,v2,1.8574219,-2147483647
47,0,1970-03-01,3,42.3125,42.25,2.8125,2.75,1970-03-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_ICTP_RegCM4-6_v1,CNRM-CERFACS,CNRM-CM5,r1i1p1,ICTP,RegCM4-6,v1,0.09277344,-2147483647
48,0,1970-03-01,4,42.3125,42.25,2.8125,2.75,1970-03-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_MOHC_HadREM3-GA7-05_v2,CNRM-CERFACS,CNRM-CM5,r1i1p1,MOHC,HadREM3-GA7-05,v2,1.1220703,-2147483647
49,0,1970-03-01,5,42.3125,42.25,2.8125,2.75,1970-03-01,ICHEC_EC-EARTH_r12i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,ICHEC,EC-EARTH,r12i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.36621094,-2147483647
50,0,1970-03-01,6,42.3125,42.25,2.8125,2.75,1970-03-01,ICHEC_EC-EARTH_r12i1p1_ICTP_RegCM4-6_v1,ICHEC,EC-EARTH,r12i1p1,ICTP,RegCM4-6,v1,0.32128906,-2147483647
51,0,1970-03-01,7,42.3125,42.25,2.8125,2.75,1970-03-01,ICHEC_EC-EARTH_r12i1p1_MOHC_HadREM3-GA7-05_v1,ICHEC,EC-EARTH,r12i1p1,MOHC,HadREM3-GA7-05,v1,0.5595703,-2147483647
52,0,1970-03-01,8,42.3125,42.25,2.8125,2.75,1970-03-01,ICHEC_EC-EARTH_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,ICHEC,EC-EARTH,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.4013672,-2147483647
53,0,1970-03-01,9,42.3125,42.25,2.8125,2.75,1970-03-01,ICHEC_EC-EARTH_r3i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,ICHEC,EC-EARTH,r3i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.21875,-2147483647
54,0,1970-03-01,10,42.3125,42.25,2.8125,2.75,1970-03-01,MIROC_MIROC5_r1i1p1_CLMcom_CCLM4-8-17_v1,MIROC,MIROC5,r1i1p1,CLMcom,CCLM4-8-17,v1,2.9433594,-2147483647
55,0,1970-03-01,11,42.3125,42.25,2.8125,2.75,1970-03-01,MOHC_HadGEM2-ES_r1i1p1_ICTP_RegCM4-6_v1,MOHC,HadGEM2-ES,r1i1p1,ICTP,RegCM4-6,v1,,-2147483647
56,0,1970-03-01,12,42.3125,42.25,2.8125,2.75,1970-03-01,MOHC_HadGEM2-ES_r1i1p1_MOHC_HadREM3-GA7-05_v1,MOHC,HadGEM2-ES,r1i1p1,MOHC,HadREM3-GA7-05,v1,0.17578125,-2147483647
57,0,1970-03-01,13,42.3125,42.25,2.8125,2.75,1970-03-01,MPI-M_MPI-ESM-LR_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,MPI-M,MPI-ESM-LR,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.22265625,-2147483647
58,0,1970-03-01,14,42.3125,42.25,2.8125,2.75,1970-03-01,MPI-M_MPI-ESM-LR_r1i1p1_CNRM_ALADIN63_v1,MPI-M,MPI-ESM-LR,r1i1p1,CNRM,ALADIN63,v1,1.0166016,-2147483647
59,0,1970-03-01,15,42.3125,42.25,2.8125,2.75,1970-03-01,MPI-M_MPI-ESM-LR_r1i1p1_ICTP_RegCM4-6_v1,MPI-M,MPI-ESM-LR,r1i1p1,ICTP,RegCM4-6,v1,0.061523438,-2147483647
60,0,1970-03-01,16,42.3125,42.25,2.8125,2.75,1970-03-01,MPI-M_MPI-ESM-LR_r1i1p1_MOHC_HadREM3-GA7-05_v1,MPI-M,MPI-ESM-LR,r1i1p1,MOHC,HadREM3-GA7-05,v1,3.6289062,-2147483647
61,0,1970-03-01,17,42.3125,42.25,2.8125,2.75,1970-03-01,MPI-M_MPI-ESM-LR_r2i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,MPI-M,MPI-ESM-LR,r2i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,2.359375,-2147483647
62,0,1970-03-01,18,42.3125,42.25,2.8125,2.75,1970-03-01,MPI-M_MPI-ESM-LR_r3i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,MPI-M,MPI-ESM-LR,r3i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.07128906,-2147483647
63,0,1970-03-01,19,42.3125,42.25,2.8125,2.75,1970-03-01,NCC_NorESM1-M_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,NCC,NorESM1-M,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.31445312,-2147483647
64,0,1970-03-01,20,42.3125,42.25,2.8125,2.75,1970-03-01,NCC_NorESM1-M_r1i1p1_CNRM_ALADIN63_v1,NCC,NorESM1-M,r1i1p1,CNRM,ALADIN63,v1,0.3955078,-2147483647
65,0,1970-03-01,21,42.3125,42.25,2.8125,2.75,1970-03-01,NCC_NorESM1-M_r1i1p1_ICTP_RegCM4-6_v1,NCC,NorESM1-M,r1i1p1,ICTP,RegCM4-6,v1,0.043945312,-2147483647
66,0,1970-04-01,0,42.3125,42.25,2.8125,2.75,1970-04-01,CCCma_CanESM2_r1i1p1_CLMcom_CCLM4-8-17_v1,CCCma,CanESM2,r1i1p1,CLMcom,CCLM4-8-17,v1,0.31152344,-2147483647
67,0,1970-04-01,1,42.3125,42.25,2.8125,2.75,1970-04-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,CNRM-CERFACS,CNRM-CM5,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.9736328,-2147483647
68,0,1970-04-01,2,42.3125,42.25,2.8125,2.75,1970-04-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_CNRM_ALADIN63_v2,CNRM-CERFACS,CNRM-CM5,r1i1p1,CNRM,ALADIN63,v2,3.453125,-2147483647
69,0,1970-04-01,3,42.3125,42.25,2.8125,2.75,1970-04-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_ICTP_RegCM4-6_v1,CNRM-CERFACS,CNRM-CM5,r1i1p1,ICTP,RegCM4-6,v1,0.22949219,-2147483647
70,0,1970-04-01,4,42.3125,42.25,2.8125,2.75,1970-04-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_MOHC_HadREM3-GA7-05_v2,CNRM-CERFACS,CNRM-CM5,r1i1p1,MOHC,HadREM3-GA7-05,v2,1.6962891,-2147483647
71,0,1970-04-01,5,42.3125,42.25,2.8125,2.75,1970-04-01,ICHEC_EC-EARTH_r12i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,ICHEC,EC-EARTH,r12i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.08105469,-2147483647
72,0,1970-04-01,6,42.3125,42.25,2.8125,2.75,1970-04-01,ICHEC_EC-EARTH_r12i1p1_ICTP_RegCM4-6_v1,ICHEC,EC-EARTH,r12i1p1,ICTP,RegCM4-6,v1,0.23828125,-2147483647
73,0,1970-04-01,7,42.3125,42.25,2.8125,2.75,1970-04-01,ICHEC_EC-EARTH_r12i1p1_MOHC_HadREM3-GA7-05_v1,ICHEC,EC-EARTH,r12i1p1,MOHC,HadREM3-GA7-05,v1,2.3125,-2147483647
74,0,1970-04-01,8,42.3125,42.25,2.8125,2.75,1970-04-01,ICHEC_EC-EARTH_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,ICHEC,EC-EARTH,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.20800781,-2147483647
75,0,1970-04-01,9,42.3125,42.25,2.8125,2.75,1970-04-01,ICHEC_EC-EARTH_r3i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,ICHEC,EC-EARTH,r3i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,2.711914,-2147483647
76,0,1970-04-01,10,42.3125,42.25,2.8125,2.75,1970-04-01,MIROC_MIROC5_r1i1p1_CLMcom_CCLM4-8-17_v1,MIROC,MIROC5,r1i1p1,CLMcom,CCLM4-8-17,v1,0.6142578,-2147483647
77,0,1970-04-01,11,42.3125,42.25,2.8125,2.75,1970-04-01,MOHC_HadGEM2-ES_r1i1p1_ICTP_RegCM4-6_v1,MOHC,HadGEM2-ES,r1i1p1,ICTP,RegCM4-6,v1,,-2147483647
78,0,1970-04-01,12,42.3125,42.25,2.8125,2.75,1970-04-01,MOHC_HadGEM2-ES_r1i1p1_MOHC_HadREM3-GA7-05_v1,MOHC,HadGEM2-ES,r1i1p1,MOHC,HadREM3-GA7-05,v1,0.46777344,-2147483647
79,0,1970-04-01,13,42.3125,42.25,2.8125,2.75,1970-04-01,MPI-M_MPI-ESM-LR_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,MPI-M,MPI-ESM-LR,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,2.0986328,-2147483647
80,0,1970-04-01,14,42.3125,42.25,2.8125,2.75,1970-04-01,MPI-M_MPI-ESM-LR_r1i1p1_CNRM_ALADIN63_v1,MPI-M,MPI-ESM-LR,r1i1p1,CNRM,ALADIN63,v1,4.8710938,-2147483647
81,0,1970-04-01,15,42.3125,42.25,2.8125,2.75,1970-04-01,MPI-M_MPI-ESM-LR_r1i1p1_ICTP_RegCM4-6_v1,MPI-M,MPI-ESM-LR,r1i1p1,ICTP,RegCM4-6,v1,0.11816406,-2147483647
82,0,1970-04-01,16,42.3125,42.25,2.8125,2.75,1970-04-01,MPI-M_MPI-ESM-LR_r1i1p1_MOHC_HadREM3-GA7-05_v1,MPI-M,MPI-ESM-LR,r1i1p1,MOHC,HadREM3-GA7-05,v1,6.279297,-2147483647
83,0,1970-04-01,17,42.3125,42.25,2.8125,2.75,1970-04-01,MPI-M_MPI-ESM-LR_r2i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,MPI-M,MPI-ESM-LR,r2i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,4.658203,-2147483647
84,0,1970-04-01,18,42.3125,42.25,2.8125,2.75,1970-04-01,MPI-M_MPI-ESM-LR_r3i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,MPI-M,MPI-ESM-LR,r3i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.3935547,-2147483647
85,0,1970-04-01,19,42.3125,42.25,2.8125,2.75,1970-04-01,NCC_NorESM1-M_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,NCC,NorESM1-M,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.07519531,-2147483647
86,0,1970-04-01,20,42.3125,42.25,2.8125,2.75,1970-04-01,NCC_NorESM1-M_r1i1p1_CNRM_ALADIN63_v1,NCC,NorESM1-M,r1i1p1,CNRM,ALADIN63,v1,0.28125,-2147483647
87,0,1970-04-01,21,42.3125,42.25,2.8125,2.75,1970-04-01,NCC_NorESM1-M_r1i1p1_ICTP_RegCM4-6_v1,NCC,NorESM1-M,r1i1p1,ICTP,RegCM4-6,v1,0.16015625,-2147483647
88,0,1970-05-01,0,42.3125,42.25,2.8125,2.75,1970-05-01,CCCma_CanESM2_r1i1p1_CLMcom_CCLM4-8-17_v1,CCCma,CanESM2,r1i1p1,CLMcom,CCLM4-8-17,v1,0.4970703,-2147483647
89,0,1970-05-01,1,42.3125,42.25,2.8125,2.75,1970-05-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,CNRM-CERFACS,CNRM-CM5,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.44726562,-2147483647
90,0,1970-05-01,2,42.3125,42.25,2.8125,2.75,1970-05-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_CNRM_ALADIN63_v2,CNRM-CERFACS,CNRM-CM5,r1i1p1,CNRM,ALADIN63,v2,3.15625,-2147483647
91,0,1970-05-01,3,42.3125,42.25,2.8125,2.75,1970-05-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_ICTP_RegCM4-6_v1,CNRM-CERFACS,CNRM-CM5,r1i1p1,ICTP,RegCM4-6,v1,0.11230469,-2147483647
92,0,1970-05-01,4,42.3125,42.25,2.8125,2.75,1970-05-01,CNRM-CERFACS_CNRM-CM5_r1i1p1_MOHC_HadREM3-GA7-05_v2,CNRM-CERFACS,CNRM-CM5,r1i1p1,MOHC,HadREM3-GA7-05,v2,1.2451172,-2147483647
93,0,1970-05-01,5,42.3125,42.25,2.8125,2.75,1970-05-01,ICHEC_EC-EARTH_r12i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,ICHEC,EC-EARTH,r12i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,2.7314453,-2147483647
94,0,1970-05-01,6,42.3125,42.25,2.8125,2.75,1970-05-01,ICHEC_EC-EARTH_r12i1p1_ICTP_RegCM4-6_v1,ICHEC,EC-EARTH,r12i1p1,ICTP,RegCM4-6,v1,0.23242188,-2147483647
95,0,1970-05-01,7,42.3125,42.25,2.8125,2.75,1970-05-01,ICHEC_EC-EARTH_r12i1p1_MOHC_HadREM3-GA7-05_v1,ICHEC,EC-EARTH,r12i1p1,MOHC,HadREM3-GA7-05,v1,5.138672,-2147483647
96,0,1970-05-01,8,42.3125,42.25,2.8125,2.75,1970-05-01,ICHEC_EC-EARTH_r1i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,ICHEC,EC-EARTH,r1i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,0.22363281,-2147483647
97,0,1970-05-01,9,42.3125,42.25,2.8125,2.75,1970-05-01,ICHEC_EC-EARTH_r3i1p1_CLMcom-ETH_COSMO-crCLIM-v1-1_v1,ICHEC,EC-EARTH,r3i1p1,CLMcom-ETH,COSMO-crCLIM-v1-1,v1,3.5927734,-2147483647
98,0,1970-05-01,10,42.3125,42.25,2.8125,2.75,1970-05-01,MIROC_MIROC5_r1i1p1_CLMcom_CCLM4-8-17_v1,MIROC,MIROC5,r1i1p1,CLMcom,CCLM4-8-17,v1,2.2666016,-2147483647
99,0,1970-05-01,11,42.3125,42.25,2.8125,2.75,1970-05-01,MOHC_HadGEM2-ES_r1i1p1_ICTP_RegCM4-6_v1,MOHC,HadGEM2-ES,r1i1p1,ICTP,RegCM4-6,v1,,-2147483647
