time,mrro
2006-01-01,0.21679688
2006-02-01,0.7275390500000001
2006-03-01,0.7807617
2006-04-01,0.22509765499999998
2006-05-01,1.213378906
2006-06-01,0.12548827875000002
2006-07-01,0.06591796875
2006-08-01,0.08349609625
2006-09-01,0.00146484375
2006-10-01,0.252929689
2006-11-01,0.11328124899999999
2006-12-01,0.3852539125
2007-01-01,0.204101565
2007-02-01,0.44873047
2007-03-01,0.08837890500000001
2007-04-01,0.074218751
2007-05-01,0.11474609375
2007-06-01,0.080566405
2007-07-01,0.001953125
2007-08-01,0.46191406375
2007-09-01,0.8911132875
2007-10-01,1.042480475
2007-11-01,0.295410169
2007-12-01,0.330078125
2008-01-01,0.654296875
2008-02-01,0.40771483999999997
2008-03-01,0.12451172
2008-04-01,0.02734375
2008-05-01,0.008300781
2008-06-01,0.00439453125
2008-07-01,0.001953125
2008-08-01,0.47509764375
2008-09-01,0.6469726625
2008-10-01,0.1699218725
2008-11-01,0.11083984625
2008-12-01,0.21777343125
2009-01-01,0.044433595
2009-02-01,0.15234375249999998
2009-03-01,0.04248046875
2009-04-01,0.08105469
2009-05-01,0.022949219
2009-06-01,0.057128905
2009-07-01,0.07031250125
2009-08-01,0.750000025
2009-09-01,0.00244140625
2009-10-01,0.246093751
2009-11-01,0.1557617175
2009-12-01,0.5307617250000001
2010-01-01,0.41455078
2010-02-01,0.22021484
2010-03-01,0.0888671875
2010-04-01,0.015625
2010-05-01,0.36718750625
2010-06-01,0.32373048125
2010-07-01,0.00341796875
2010-08-01,0.00146484375
2010-09-01,0.01269531275
2010-10-01,0.31054687625
2010-11-01,0.25732422
2010-12-01,0.18017578125
2011-01-01,0.6274414125
2011-02-01,0.244628905
2011-03-01,0.1469726625
2011-04-01,0.057128905
2011-05-01,0.0390625
2011-06-01,0.07568359399999999
2011-07-01,0.0205078125
2011-08-01,0.3930664125
2011-09-01,0.1376953125
2011-10-01,0.10546875000000001
2011-11-01,0.29589844
2011-12-01,1.35791015
2012-01-01,0.2895507825
2012-02-01,0.27832032
2012-03-01,0.944824195
2012-04-01,0.201660155
2012-05-01,0.125
2012-06-01,0.60888670625
2012-07-01,0.00341796875
2012-08-01,1.035156225
2012-09-01,0.06054687625
2012-10-01,0.776367175
2012-11-01,0.13330077875
2012-12-01,0.6362304875
2013-01-01,0.1958007825
2013-02-01,0.20410155600000002
2013-03-01,0.1538086
2013-04-01,0.06396484375
2013-05-01,0.09033203
2013-06-01,0.00244140625
2013-07-01,0.0009765625
2013-08-01,0.0009765625
2013-09-01,0.12695313125
2013-10-01,0.0219726565
2013-11-01,0.52294922
2013-12-01,0.39013672
2014-01-01,0.322753905
2014-02-01,0.14257812749999998
2014-03-01,0.3417968625
2014-04-01,0.0917968725
2014-05-01,0.00390625
2014-06-01,0.00244140625
2014-07-01,0.06103515625
2014-08-01,0.00830078125
2014-09-01,0.0322265625
2014-10-01,0.65576174375
2014-11-01,0.45117187400000003
2014-12-01,0.0126953125
2015-01-01,0.185058595
2015-02-01,0.0976562525
2015-03-01,0.104003905
2015-04-01,0.212402344
2015-05-01,0.0068359375
2015-06-01,0.0131835935
2015-07-01,0.0048828125
2015-08-01,0.01757812475
2015-09-01,0.001953125
2015-10-01,0.3100585875
2015-11-01,0.13183593500000002
2015-12-01,0.34326173099999996
2016-01-01,0.179199219
2016-02-01,0.21777344499999998
2016-03-01,0.10449219
2016-04-01,0.0385742175
2016-05-01,0.135742189
2016-06-01,0.005859375
2016-07-01,0.42236328125
2016-08-01,0.0078125
2016-09-01,0.04296875125
2016-10-01,0.06494140749999999
2016-11-01,0.3945312375
2016-12-01,0.39892578
2017-01-01,0.86035156
2017-02-01,0.41552733999999997
2017-03-01,0.11914062500000001
2017-04-01,0.0595703125
2017-05-01,0.02490234375
2017-06-01,0.0146484375
2017-07-01,0.00537109375
2017-08-01,0.0029296875
2017-09-01,0.84326170625
2017-10-01,0.09521484250000001
2017-11-01,0.056152344
2017-12-01,0.29003906
2018-01-01,0.6855469
2018-02-01,0.124023439
2018-03-01,0.0625
2018-04-01,0.02734374975
2018-05-01,0.08398437600000001
2018-06-01,0.00634765625
2018-07-01,0.001953125
2018-08-01,0.00244140625
2018-09-01,0.009765625
2018-10-01,0.418457025
2018-11-01,0.037109375
2018-12-01,0.22021484600000002
2019-01-01,0.246093751
2019-02-01,0.098632814
2019-03-01,0.03417968775
2019-04-01,0.0219726565
2019-05-01,0.00390625
2019-06-01,0.39648437375
2019-07-01,0.00048828125
2019-08-01,0.36328125125
2019-09-01,0.39599608125
2019-10-01,0.03222656225
2019-11-01,0.231933594
2019-12-01,0.11083984100000001
2020-01-01,0.65820312
2020-02-01,0.269042966
2020-03-01,0.234375
2020-04-01,0.0224609375
2020-05-01,0.03222656275
2020-06-01,0.021484375
2020-07-01,0.00537109375
2020-08-01,0.037597655
2020-09-01,0.0444335925
2020-10-01,0.14843749750000002
2020-11-01,0.465332025
2020-12-01,0.1718749975
2021-01-01,0.41406249875
2021-02-01,0.1928710875
2021-03-01,0.29931641
2021-04-01,0.020019531
2021-05-01,0.0068359375
2021-06-01,0.0185546875
2021-07-01,0.00634765625
2021-08-01,0.0009765625
2021-09-01,0.2421875
2021-10-01,0.31152343125
2021-11-01,0.494140625
2021-12-01,0.16210938
2022-01-01,0.43115234999999996
2022-02-01,0.31542969
2022-03-01,0.03857422
2022-04-01,0.04589843625
2022-05-01,0.08154296875
2022-06-01,0.01367187475
2022-07-01,0.0048828125
2022-08-01,0.15771484625
2022-09-01,0.02783203125
2022-10-01,0.627929675
2022-11-01,0.212402345
2022-12-01,0.348144531
2023-01-01,0.14355468999999998
2023-02-01,0.23876953
2023-03-01,0.085449221
2023-04-01,0.0532226575
2023-05-01,0.0029296875
2023-06-01,0.13671874375
2023-07-01,0.03515625
2023-08-01,0.0087890625
2023-09-01,0.0327148425
2023-10-01,1.09130859375
2023-11-01,0.03515625
2023-12-01,0.10595703399999999
2024-01-01,0.227050775
2024-02-01,0.34472655
2024-03-01,0.2011718775
2024-04-01,0.051757811
2024-05-01,0.306640625
2024-06-01,0.02490234375
2024-07-01,0.00146484375
2024-08-01,1.1284179625
2024-09-01,0.00146484375
2024-10-01,0.0249023435
2024-11-01,0.447265631
2024-12-01,0.009765625
2025-01-01,0.10009765375
2025-02-01,0.24511718100000002
2025-03-01,0.1166992175
2025-04-01,0.22119140375
2025-05-01,0.1054687475
2025-06-01,0.013671875
2025-07-01,0.1372070325
2025-08-01,0.00048828125
2025-09-01,0.06396484125
2025-10-01,2.4570312999999997
2025-11-01,0.44580079
2025-12-01,0.527832025
2026-01-01,0.203125
2026-02-01,1.1171875
2026-03-01,0.0986328125
2026-04-01,0.01220703125
2026-05-01,0.005859375
2026-06-01,0.0029296875
2026-07-01,0.21923828375
2026-08-01,0.060546876
2026-09-01,0.43505859375
2026-10-01,0.56347654375
2026-11-01,0.57519532
2026-12-01,0.668457025
2027-01-01,0.248046875
2027-02-01,0.3774414075
2027-03-01,0.02783203125
2027-04-01,0.009765625
2027-05-01,0.00537109375
2027-06-01,0.0029296875
2027-07-01,0.00146484375
2027-08-01,0.0986328125
2027-09-01,0.115234375
2027-10-01,0.32617187000000003
2027-11-01,0.54785156
2027-12-01,1.1601562300000001
2028-01-01,0.39355468
2028-02-01,0.44726562
2028-03-01,1.09960935
2028-04-01,0.22802735
2028-05-01,0.0522460935
2028-06-01,0.008300781
2028-07-01,0.05859375
2028-08-01,0.15478515625
2028-09-01,0.114257815
2028-10-01,0.25830078749999996
2028-11-01,0.2060546875
2028-12-01,0.381835939
2029-01-01,0.66845705
2029-02-01,0.378417975
2029-03-01,0.362304675
2029-04-01,0.163574215
2029-05-01,0.0595703125
2029-06-01,0.0712890625
2029-07-01,0.02978515625
2029-08-01,0.0029296875
2029-09-01,0.13427734375
2029-10-01,0.26562499375
2029-11-01,0.1997070375
2029-12-01,0.01464843775
2030-01-01,0.5053710874999999
2030-02-01,0.73632813
2030-03-01,0.38769531999999995
2030-04-01,0.254394535
2030-05-01,0.0541992185
2030-06-01,0.005859375
2030-07-01,0.0029296875
2030-08-01,0.00537109375
2030-09-01,0.016113281
2030-10-01,0.855957005
2030-11-01,0.34472656125
2030-12-01,0.14453125
2031-01-01,0.278320305
2031-02-01,0.43212891999999997
2031-03-01,1.15283205
2031-04-01,0.13183594
2031-05-01,0.037109375
2031-06-01,0.008300781
2031-07-01,0.0126953125
2031-08-01,0.00244140625
2031-09-01,0.0029296875
2031-10-01,0.21386718100000002
2031-11-01,0.16064452899999998
2031-12-01,0.173339841
2032-01-01,0.319335935
2032-02-01,0.475097645
2032-03-01,0.01953125
