time,t
2006-01-01,8.565814845070422
2006-02-01,9.592635894366197
2006-03-01,10.871190076056338
2006-04-01,12.889565922535212
2006-05-01,15.935849443661972
2006-06-01,19.761237309859155
2006-07-01,23.256093267605635
2006-08-01,23.27777014084507
2006-09-01,20.263396830985915
2006-10-01,15.935258070422535
2006-11-01,11.772887295774648
2006-12-01,9.379305145070422
2007-01-01,7.870515987323944
2007-02-01,8.718653721126762
2007-03-01,10.452258528169013
2007-04-01,12.843488647887325
2007-05-01,15.258060028169012
2007-06-01,19.609787535211268
2007-07-01,22.758032535211267
2007-08-01,22.89303208450704
2007-09-01,20.242228746478872
2007-10-01,15.708186669014085
2007-11-01,11.672686514084507
2007-12-01,9.322375645070423
2008-01-01,8.034509795774648
2008-02-01,9.135357047887323
2008-03-01,10.568180563380281
2008-04-01,13.211047563380282
2008-05-01,15.799543288732394
2008-06-01,20.07199052112676
2008-07-01,23.060766901408453
2008-08-01,23.065415873239434
2008-09-01,20.243452873239434
2008-10-01,16.035527633802815
2008-11-01,12.093970056338028
2008-12-01,9.716246661971832
2009-01-01,8.540039026760564
2009-02-01,8.962464261971832
2009-03-01,10.71762211971831
2009-04-01,12.959534556338028
2009-05-01,15.953097471830986
2009-06-01,20.54886942253521
2009-07-01,23.911352760563382
2009-08-01,24.055512732394366
2009-09-01,20.432933535211266
2009-10-01,16.948077070422535
2009-11-01,12.761594964788733
2009-12-01,10.289818974647888
2010-01-01,8.543216314084507
2010-02-01,9.794220429577464
2010-03-01,11.311894788732396
2010-04-01,13.005171661971831
2010-05-01,15.901834852112675
2010-06-01,19.898726422535212
2010-07-01,23.047232619718308
2010-08-01,23.247579253521128
2010-09-01,20.16519036619718
2010-10-01,16.115014330985915
2010-11-01,11.95491308450704
2010-12-01,9.3845318
2011-01-01,8.608824823943662
2011-02-01,9.25867903802817
2011-03-01,10.921668661971832
2011-04-01,13.322004281690141
2011-05-01,16.38754402112676
2011-06-01,19.818414450704225
2011-07-01,22.897323394366197
2011-08-01,22.809694070422534
2011-09-01,20.28737070422535
2011-10-01,15.76526743661972
2011-11-01,11.934762809859155
2011-12-01,9.673319247887324
2012-01-01,8.76500608028169
2012-02-01,9.610214056338028
2012-03-01,11.510700894366197
2012-04-01,13.013341746478874
2012-05-01,15.977456521126761
2012-06-01,20.417432352112673
2012-07-01,23.09596442253521
2012-08-01,23.692864225352114
2012-09-01,20.148575070422535
2012-10-01,15.903512873239436
2012-11-01,11.826391957746479
2012-12-01,10.475943616901409
2013-01-01,8.718461098591549
2013-02-01,9.18997581690141
2013-03-01,10.742847788732394
2013-04-01,12.853364309859156
2013-05-01,15.64996423943662
2013-06-01,19.73643814084507
2013-07-01,23.09522167605634
2013-08-01,22.816131239436622
2013-09-01,20.089513690140844
2013-10-01,15.821564197183099
2013-11-01,12.862511049295774
2013-12-01,9.572458184507042
2014-01-01,8.87286803943662
2014-02-01,9.570298728169014
2014-03-01,10.329830522535213
2014-04-01,12.976012288732393
2014-05-01,16.065746028169013
2014-06-01,20.146016746478875
2014-07-01,23.492407507042255
2014-08-01,23.492889042253523
2014-09-01,20.338371971830984
2014-10-01,16.27092035915493
2014-11-01,11.904324359154929
2014-12-01,9.572114336619718
2015-01-01,8.893252150704225
2015-02-01,9.526188416901409
2015-03-01,11.132977584507042
2015-04-01,13.352869169014085
2015-05-01,16.031208711267606
2015-06-01,20.01050846478873
2015-07-01,23.37636163380282
2015-08-01,24.19689423943662
2015-09-01,20.905397295774648
2015-10-01,16.348398964788732
2015-11-01,12.571577908450704
2015-12-01,10.180168884507042
2016-01-01,8.975338352112676
2016-02-01,9.474403067605634
2016-03-01,10.71531135633803
2016-04-01,13.215792802816901
2016-05-01,15.776669795774648
2016-06-01,20.100503408450702
2016-07-01,23.15319653521127
2016-08-01,22.62218033802817
2016-09-01,19.932011971830985
2016-10-01,15.955573323943662
2016-11-01,11.889827211267605
2016-12-01,9.528595391549297
2017-01-01,9.126595526760564
2017-02-01,9.444899867605635
2017-03-01,11.005034209859156
2017-04-01,13.399757894366198
2017-05-01,16.562995267605633
2017-06-01,20.139840971830985
2017-07-01,24.0200951971831
2017-08-01,23.852415281690142
2017-09-01,20.912260633802816
2017-10-01,16.89403611971831
2017-11-01,12.528677936619719
2017-12-01,10.23881764084507
2018-01-01,9.24800563943662
2018-02-01,10.09584073802817
2018-03-01,11.140638769014084
2018-04-01,13.412907077464789
2018-05-01,16.189274330985917
2018-06-01,19.855798873239436
2018-07-01,23.21460984507042
2018-08-01,23.56172976056338
2018-09-01,20.59998076056338
2018-10-01,16.875509014084507
2018-11-01,12.602896654929578
2018-12-01,9.652481308450703
2019-01-01,9.11848038169014
2019-02-01,10.023795054929577
2019-03-01,11.621217515492958
2019-04-01,13.148451267605633
2019-05-01,16.339197225352112
2019-06-01,20.829156605633802
2019-07-01,23.683126084507045
2019-08-01,23.59945809859155
2019-09-01,20.043065
2019-10-01,16.93595954225352
2019-11-01,12.260081957746479
2019-12-01,9.872579228169014
2020-01-01,9.216948214084507
2020-02-01,9.810326818309859
2020-03-01,10.731624063380282
2020-04-01,13.406139950704226
2020-05-01,16.72910704225352
2020-06-01,20.83293904225352
2020-07-01,23.151257169014084
2020-08-01,23.72108829577465
2020-09-01,20.826281887323944
2020-10-01,16.262158866197183
2020-11-01,12.576281901408452
2020-12-01,9.98343971971831
2021-01-01,9.05837365915493
2021-02-01,9.765803826760564
2021-03-01,10.926441408450703
2021-04-01,13.168051281690142
2021-05-01,16.096473366197184
2021-06-01,20.055966647887324
2021-07-01,23.48894143661972
2021-08-01,24.26264028169014
2021-09-01,20.96030484507042
2021-10-01,16.205793366197184
2021-11-01,12.357463154929578
2021-12-01,9.879401401408451
2022-01-01,9.232174257746479
2022-02-01,9.434625345070422
2022-03-01,11.22975357746479
2022-04-01,12.726892584507041
2022-05-01,16.040836767605633
2022-06-01,20.31014804225352
2022-07-01,23.498019464788733
2022-08-01,23.036710507042255
2022-09-01,20.373652070422537
2022-10-01,16.61544067605634
2022-11-01,12.611740774647886
2022-12-01,9.239175285915493
2023-01-01,9.255625550704226
2023-02-01,9.43661967887324
2023-03-01,10.669632950704225
2023-04-01,13.28616035915493
2023-05-01,16.290451732394367
2023-06-01,20.08307663380282
2023-07-01,23.731115253521125
2023-08-01,23.99958742253521
2023-09-01,20.499862352112675
2023-10-01,16.028141549295775
2023-11-01,12.783533246478873
2023-12-01,9.494635757746478
2024-01-01,8.498968416901407
2024-02-01,10.040052774647888
2024-03-01,11.19177759577465
2024-04-01,13.521690711267606
2024-05-01,16.21240916197183
2024-06-01,20.697265591549296
2024-07-01,24.17835329577465
2024-08-01,24.185478112676055
2024-09-01,20.221748492957744
2024-10-01,16.82580052112676
2024-11-01,12.781703887323944
2024-12-01,9.591906890140844
2025-01-01,9.273973943661971
2025-02-01,9.751719308450705
2025-03-01,11.128851257746478
2025-04-01,13.579748077464789
2025-05-01,16.09075151408451
2025-06-01,20.706082098591548
2025-07-01,24.13402285915493
2025-08-01,24.39993667605634
2025-09-01,21.217924732394366
2025-10-01,16.83031194366197
2025-11-01,12.764428366197183
2025-12-01,10.322719501408452
2026-01-01,9.11211214225352
2026-02-01,9.606294029577464
2026-03-01,10.829981867605634
