time,t
2006-01-01,12.342484185185185
2006-02-01,12.199869777777778
2006-03-01,13.371202240740741
2006-04-01,15.463035333333334
2006-05-01,18.390263185185184
2006-06-01,22.44925496296296
2006-07-01,25.011284777777778
2006-08-01,25.04550062962963
2006-09-01,22.341724555555558
2006-10-01,18.924117518518518
2006-11-01,16.03559033333333
2006-12-01,13.058955407407407
2007-01-01,12.007161499999999
2007-02-01,11.543692111111111
2007-03-01,13.396086481481483
2007-04-01,14.62749562962963
2007-05-01,17.881510444444444
2007-06-01,22.269241925925925
2007-07-01,25.219003074074074
2007-08-01,24.831995000000003
2007-09-01,22.44722940740741
2007-10-01,18.701280444444446
2007-11-01,15.702727185185186
2007-12-01,13.49728737037037
2008-01-01,11.481192092592593
2008-02-01,12.437970296296296
2008-03-01,12.797164425925926
2008-04-01,15.284794555555557
2008-05-01,18.217411666666667
2008-06-01,22.21216737037037
2008-07-01,24.905635074074073
2008-08-01,24.67777048148148
2008-09-01,22.25329140740741
2008-10-01,19.005497666666663
2008-11-01,15.22413924074074
2008-12-01,13.207935407407408
2009-01-01,11.974971074074075
2009-02-01,11.797308999999998
2009-03-01,12.701569685185186
2009-04-01,14.852828407407408
2009-05-01,18.022352444444444
2009-06-01,22.274956666666665
2009-07-01,24.96600125925926
2009-08-01,24.976924259259256
2009-09-01,22.867368222222222
2009-10-01,19.070421000000003
2009-11-01,15.880678481481482
2009-12-01,13.290436907407408
2010-01-01,12.271014111111112
2010-02-01,12.359302666666666
2010-03-01,13.770688703703705
2010-04-01,15.538411499999999
2010-05-01,18.83821614814815
2010-06-01,22.9634692962963
2010-07-01,25.39684611111111
2010-08-01,24.75292962962963
2010-09-01,22.412254037037037
2010-10-01,19.04021974074074
2010-11-01,15.098705074074074
2010-12-01,13.165762425925926
2011-01-01,12.478045462962962
2011-02-01,11.509910248148149
2011-03-01,12.595124518518517
2011-04-01,14.89738862962963
2011-05-01,17.919379314814815
2011-06-01,21.98155374074074
2011-07-01,24.777126703703704
2011-08-01,25.24772137037037
2011-09-01,23.180012962962966
2011-10-01,18.847909518518517
2011-11-01,15.190935981481482
2011-12-01,13.99222362962963
2012-01-01,11.4835069
2012-02-01,11.681315074074075
2012-03-01,12.732819796296296
2012-04-01,14.926432296296296
2012-05-01,18.431351407407405
2012-06-01,22.067889185185184
2012-07-01,24.84809040740741
2012-08-01,24.84020540740741
2012-09-01,22.77115885185185
2012-10-01,19.15596066666667
2012-11-01,15.517759
2012-12-01,13.345052074074076
2013-01-01,12.015371796296295
2013-02-01,12.293800722222223
2013-03-01,13.75611261111111
2013-04-01,15.624565944444443
2013-05-01,18.674587666666667
2013-06-01,22.324978333333334
2013-07-01,25.293692111111113
2013-08-01,24.814706296296297
2013-09-01,22.67686637037037
2013-10-01,19.223596666666666
2013-11-01,15.942491425925926
2013-12-01,13.771195074074074
2014-01-01,12.83926501851852
2014-02-01,12.24457462962963
2014-03-01,13.144241907407407
2014-04-01,15.009367703703704
2014-05-01,18.617042814814813
2014-06-01,22.29076237037037
2014-07-01,25.102105
2014-08-01,25.025245925925926
2014-09-01,22.195999703703706
2014-10-01,19.805555555555557
2014-11-01,16.46137151851852
2014-12-01,13.297706870370371
2015-01-01,12.649739537037036
2015-02-01,11.928964074074074
2015-03-01,13.019314148148148
2015-04-01,14.736291981481482
2015-05-01,18.542028333333334
2015-06-01,22.126483074074073
2015-07-01,25.04278788888889
2015-08-01,25.079318592592593
2015-09-01,22.525535148148148
2015-10-01,19.01703551851852
2015-11-01,14.982855851851852
2015-12-01,12.992730044444444
2016-01-01,12.395471703703704
2016-02-01,12.410373240740741
2016-03-01,12.814019111111111
2016-04-01,15.128001907407407
2016-05-01,18.430736444444445
