time,t
2006-01-01,5.5913628592592595
2006-02-01,4.846462681481482
2006-03-01,5.929796018518518
2006-04-01,8.107385729629629
2006-05-01,11.253472148148148
2006-06-01,14.162254055555556
2006-07-01,17.018048407407406
2006-08-01,17.36707901851852
2006-09-01,15.832212185185186
2006-10-01,12.655526592592592
2006-11-01,8.413664622222221
2006-12-01,5.178385422222222
2007-01-01,4.8143446333333335
2007-02-01,4.443431711111111
2007-03-01,5.413519996296297
2007-04-01,8.024197003703703
2007-05-01,11.429615222222221
2007-06-01,14.847294574074075
2007-07-01,16.87673622222222
2007-08-01,17.96882240740741
2007-09-01,16.135308185185185
2007-10-01,12.188621240740742
2007-11-01,9.089265074074074
2007-12-01,6.152054407407407
2008-01-01,4.721462651851852
2008-02-01,4.276982063703704
2008-03-01,5.3592303296296295
2008-04-01,7.8057725555555555
2008-05-01,11.177517425925927
2008-06-01,14.381148740740741
2008-07-01,16.77860962962963
2008-08-01,17.754267962962963
2008-09-01,15.971932888888889
2008-10-01,12.46191387037037
2008-11-01,9.445167748148148
2008-12-01,7.019820596296296
2009-01-01,5.4704861
2009-02-01,5.509150774074074
2009-03-01,5.661602981481481
2009-04-01,7.800202522222222
2009-05-01,11.517686592592591
2009-06-01,14.470630759259258
2009-07-01,16.869502351851853
2009-08-01,17.307002407407406
2009-09-01,15.778067203703703
2009-10-01,12.513708055555556
2009-11-01,9.552734414814815
2009-12-01,7.483072937037037
2010-01-01,5.543655966666666
2010-02-01,5.309497959259259
2010-03-01,5.697193314814815
2010-04-01,8.086913981481482
2010-05-01,11.173502648148148
2010-06-01,14.890010148148148
2010-07-01,16.860894074074075
2010-08-01,17.503472185185185
2010-09-01,15.582031222222223
2010-10-01,13.273111981481483
2010-11-01,9.303132133333333
2010-12-01,6.808449122222222
2011-01-01,5.581127014814815
2011-02-01,5.260995325925927
2011-03-01,4.563802084814815
2011-04-01,7.623914896296297
2011-05-01,11.714011833333334
2011-06-01,15.421477166666667
2011-07-01,17.28135851851852
2011-08-01,17.70750148148148
2011-09-01,15.340747925925927
2011-10-01,13.133427407407407
2011-11-01,9.36179825925926
2011-12-01,5.96296295925926
2012-01-01,5.70728444074074
2012-02-01,4.7615379
2012-03-01,4.953993066666667
2012-04-01,7.973415748148148
2012-05-01,11.094798888888889
2012-06-01,14.738245074074074
2012-07-01,16.796115481481483
2012-08-01,17.309968148148148
2012-09-01,15.553385462962963
2012-10-01,12.587275777777778
2012-11-01,9.457392944444443
2012-12-01,6.197844300000001
2013-01-01,3.9320746601851853
2013-02-01,5.243887459259259
2013-03-01,5.989800362962963
2013-04-01,7.781141518518519
2013-05-01,10.991572722222223
2013-06-01,14.713939481481482
2013-07-01,17.114655666666668
2013-08-01,17.852502851851852
2013-09-01,15.895146185185185
2013-10-01,12.88491037037037
2013-11-01,9.0132017
2013-12-01,6.8747106259259265
2014-01-01,5.480541085185185
2014-02-01,4.332971633333333
2014-03-01,5.225188088888888
2014-04-01,8.123878777777778
2014-05-01,11.554976814814815
2014-06-01,14.180157666666666
2014-07-01,16.86704277777778
2014-08-01,17.377640407407405
2014-09-01,16.170392055555556
2014-10-01,12.453486703703705
2014-11-01,9.616536462962962
2014-12-01,7.519856792592593
2015-01-01,5.325991
2015-02-01,4.747685183333333
2015-03-01,5.15433304074074
2015-04-01,7.951135622222222
2015-05-01,10.998914962962964
2015-06-01,14.725405111111112
2015-07-01,17.273654481481483
2015-08-01,17.913628555555558
2015-09-01,15.68127885185185
2015-10-01,12.254955148148147
2015-11-01,9.084526907407408
2015-12-01,6.737485500000001
2016-01-01,5.942527507407408
2016-02-01,5.146882240740741
2016-03-01,6.326099507407407
2016-04-01,8.386212362962963
2016-05-01,11.736328129629628
2016-06-01,15.15339274074074
2016-07-01,17.47157111111111
2016-08-01,17.749204333333335
2016-09-01,16.588107574074073
2016-10-01,12.947916648148148
2016-11-01,8.990776903703704
2016-12-01,7.403392662962964
2017-01-01,5.864149322222222
2017-02-01,4.584165233333334
2017-03-01,5.585937525925925
2017-04-01,7.799913251851852
2017-05-01,11.7460215
2017-06-01,14.7032335
2017-07-01,17.428385444444444
2017-08-01,17.766131407407407
2017-09-01,15.748227740740742
2017-10-01,13.018988703703704
